e911_calls.ai_crisis_classification,e911_calls.audio_duration_seconds,e911_calls.audio_file_name,e911_calls.call_id,e911_calls.call_priority,e911_calls.call_type,e911_calls.caller_age_estimate,e911_calls.caller_gender,e911_calls.caller_number,e911_calls.dispatcher_id,e911_calls.emotion_analysis,e911_calls.geolocation,e911_calls.incident_address,e911_calls.incident_risk_score,e911_calls.incident_type,e911_calls.known_individuals_involved,e911_calls.language_detected,e911_calls.location_type,e911_calls.notes,e911_calls.prior_incidents_last_30_days,e911_calls.repeat_call_location,e911_calls.response_status,e911_calls.response_time_seconds,e911_calls.response_unit_dispatched,e911_calls.suspected_substances,e911_calls.timestamp_received,e911_calls.transcription_keywords,e911_calls.transcription_source,e911_calls.transcription_status
"{""classified_as"":""None"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",57,911-20250510-0743.mp3,911-20250510-0743,Low,Emergency,29,Male,+159911294640311,D9879,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":5.9}","{""census_tract"":""15573"",""county"":""Keizer"",""latitude"":44.99012,""longitude"":-123.02621,""state"":""MD""}","146 Lawrence Court Apt. 203, New Lisa, AR 48662",9.5,Medical,False,English,School,Water face country put return ground technology second young though morning feel drug rest drop physical picture foot same act wonder conference large so raise bag.,4,True,Arrived,891,Rescue 12,[],2025-05-10T13:25:26Z,"[""owner"",""his"",""it"",""item"",""often"",""child""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.89,""model_version"":""amazon.titan-text-express-v1""}",102,911-20250415-0235.mp3,911-20250415-0235,Low,Emergency,84,Other,3515718409,D3525,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.9}","{""census_tract"":""34886"",""county"":""Port Richmond"",""latitude"":40.63316,""longitude"":-74.13653,""state"":""OH""}","512 Tamara Pines, North Markport, OK 74342",3.9,Burglary,False,English,Highway,Consider despite generation the tree outside off through relationship they concern chance standard air although Mr when wait southern find fact give Congress million.,5,False,Arrived,1189,Rescue 16,"[""Alcohol""]",2025-04-15T01:47:54Z,"[""hear"",""attorney"",""common"",""PM""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",40,911-20250416-0231.mp3,911-20250416-0231,High,Emergency,42,Other,605779806603920,D3598,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":6.1}","{""census_tract"":""61003"",""county"":""Sunnyside"",""latitude"":46.32374,""longitude"":-120.00865,""state"":""MD""}","46074 Cardenas Key Suite 347, West Stephenview, WY 21550",6.7,Medical,True,English,Industrial,Send sit common matter become goal Mrs source whole first figure trial bed image perform police series dark task magazine front just.,3,False,Arrived,721,Rescue 10,"[""Alcohol""]",2025-04-16T13:28:18Z,"[""decide"",""side"",""natural"",""focus""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.91,""model_version"":""amazon.titan-text-express-v1""}",146,911-20250416-0575.mp3,911-20250416-0575,Critical,Emergency,67,Other,0011971408346954,D7291,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":7.1}","{""census_tract"":""31087"",""county"":""Watsonville"",""latitude"":36.91023,""longitude"":-121.75689,""state"":""VA""}","60958 Robert Curve Suite 456, Wheelerbury, RI 84082",9.6,Drug Overdose,True,English,Public Park,Center work back central peace administration per lawyer teacher practice traditional condition summer purpose phone explain image hospital.,5,False,Arrived,1098,Rescue 5,[],2025-04-16T22:08:43Z,"[""national"",""strategy"",""number"",""American""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.96,""model_version"":""amazon.titan-text-express-v1""}",54,911-20250416-0637.mp3,911-20250416-0637,Critical,Emergency,48,Other,+1765766647608520,D7113,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":9.0}","{""census_tract"":""89450"",""county"":""Glendale"",""latitude"":34.14251,""longitude"":-118.25508,""state"":""VA""}","296 Rivera Islands Apt. 175, West Ashleyside, NM 69866",1.1,Domestic Disturbance,True,English,Residential,Coach issue reach network realize increase parent organization movie situation discussion moment size every article.,4,True,Arrived,181,Rescue 18,[],2025-04-16T13:33:01Z,"[""care"",""next"",""maintain"",""century"",""guess"",""science""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",102,911-20250416-0825.mp3,911-20250416-0825,Low,Emergency,70,Female,6458084319652,D3072,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":8.6}","{""census_tract"":""12933"",""county"":""Davis"",""latitude"":38.54491,""longitude"":-121.74052,""state"":""NY""}","005 Elizabeth Dale Suite 055, Evansberg, SC 70168",3.3,Assault,True,English,School,Interest fly north style policy indeed bed alone million late decide sit reason drop ok film commercial door season energy on common computer.,2,False,Arrived,326,Rescue 8,"[""Fentanyl""]",2025-04-16T03:28:02Z,"[""sell"",""few"",""from"",""happen"",""several""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",168,911-20250420-0939.mp3,911-20250420-0939,Low,Emergency,19,Male,6411991365,D3081,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":8.6}","{""census_tract"":""45501"",""county"":""Coralville"",""latitude"":41.6764,""longitude"":-91.58045,""state"":""GA""}","254 Ronnie Canyon, Martinezshire, HI 22423",9.5,Mental Health Crisis,False,English,Industrial,Could position five of happen toward north choose as lot test focus others performance learn huge fire class suffer special pull peace four job movie into impact.,0,False,Arrived,155,Rescue 5,[],2025-04-20T06:47:42Z,"[""country"",""employee"",""growth"",""leg""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",39,911-20250423-0276.mp3,911-20250423-0276,Medium,Emergency,80,Other,84732365337746,D1548,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":7.3}","{""census_tract"":""63849"",""county"":""Yonkers"",""latitude"":40.93121,""longitude"":-73.89875,""state"":""TN""}","7200 Warren Ford, Rodriguezport, LA 37113",6.2,Burglary,False,English,Highway,Read every local hospital civil determine toward admit doctor magazine despite we meeting value body return miss.,0,False,Arrived,811,Rescue 19,[],2025-04-23T11:50:01Z,"[""computer"",""shoulder"",""list"",""several"",""assume"",""lawyer"",""field"",""difference""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",85,911-20250426-0221.mp3,911-20250426-0221,High,Emergency,87,Female,+125878444835488,D1983,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":7.8}","{""census_tract"":""16253"",""county"":""Indio"",""latitude"":33.7207,""longitude"":-116.21677,""state"":""NY""}","27058 Simpson Fall Apt. 641, Petersonside, HI 25875",1.9,Domestic Disturbance,False,English,School,Range until decision public food court how commercial citizen production for might listen organization.,5,False,Arrived,394,Rescue 4,"[""Unknown Pills""]",2025-04-26T13:33:54Z,"[""single"",""several"",""degree"",""maybe"",""floor"",""most""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",127,911-20250501-0935.mp3,911-20250501-0935,Critical,Emergency,19,Other,3135740874740,D5597,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":7.3}","{""census_tract"":""82373"",""county"":""Riverbank"",""latitude"":37.73604,""longitude"":-120.93549,""state"":""VA""}","729 Garcia Oval, Richardmouth, OR 75439",1.8,Robbery,True,English,Apartment Complex,Buy media others end finish one we call bit two message it find economy at international significant provide answer story.,5,True,Arrived,348,Rescue 11,"[""Fentanyl""]",2025-05-01T05:39:32Z,"[""special"",""area"",""by"",""together"",""scientist"",""energy""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.99,""model_version"":""amazon.titan-text-express-v1""}",56,911-20250505-0852.mp3,911-20250505-0852,Low,Emergency,67,Female,0018106326739,D1454,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":9.1}","{""census_tract"":""51419"",""county"":""Taunton"",""latitude"":41.9001,""longitude"":-71.08977,""state"":""SC""}","0429 Thomas Ridge, Port Charles, HI 35412",7.4,Burglary,True,English,Highway,Must college office scene me care budget catch adult memory rich past court series will they true bit thousand sit week quality happen glass.,2,True,Arrived,859,Rescue 3,[],2025-05-05T00:11:23Z,"[""land"",""whatever"",""politics"",""social"",""game"",""issue""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.97,""model_version"":""amazon.titan-text-express-v1""}",97,911-20250506-0801.mp3,911-20250506-0801,High,Emergency,87,Male,996908786391418,D9502,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":5.0}","{""census_tract"":""58395"",""county"":""Toledo"",""latitude"":41.66394,""longitude"":-83.55521,""state"":""OH""}","094 Gloria Turnpike Suite 474, South Brian, MN 39843",6.5,Robbery,False,English,Public Park,Still clear little toward lead woman the early buy education something dream national word wait all fire model our ready put affect present.,0,False,Arrived,1062,Rescue 1,[],2025-05-06T11:45:47Z,"[""evening"",""risk"",""lose"",""include"",""article"",""free""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",101,911-20250421-0321.mp3,911-20250421-0321,Critical,Emergency,41,Female,257197609320126,D9177,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":6.4}","{""census_tract"":""62990"",""county"":""Bothell"",""latitude"":47.76232,""longitude"":-122.2054,""state"":""NY""}","8982 Smith Common Apt. 952, Port Stevenmouth, MD 15938",5.3,Mental Health Crisis,False,English,Residential,Benefit pull strong necessary exactly part or vote job computer cell wall free.,2,False,Arrived,929,Rescue 8,"[""Fentanyl""]",2025-04-21T15:57:08Z,"[""leave"",""lead"",""relationship"",""provide"",""case"",""father"",""own""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.87,""model_version"":""amazon.titan-text-express-v1""}",34,911-20250426-0521.mp3,911-20250426-0521,Critical,Emergency,18,Male,0314564572,D7215,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":5.7}","{""census_tract"":""13454"",""county"":""Bon Air"",""latitude"":37.52487,""longitude"":-77.55777,""state"":""VA""}","USNS Ellis, FPO AP 62418",7.9,Assault,False,English,Apartment Complex,Election physical party wide last page discover part remain hotel wide past become staff identify feel above history.,3,True,Arrived,1154,Rescue 7,"[""Fentanyl""]",2025-04-26T17:30:28Z,"[""outside"",""so"",""lawyer"",""environment"",""development"",""tax"",""visit""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.87,""model_version"":""amazon.titan-text-express-v1""}",125,911-20250426-0907.mp3,911-20250426-0907,Low,Emergency,27,Other,0019801337619157,D6293,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":7.3}","{""census_tract"":""34296"",""county"":""Mechanicsville"",""latitude"":37.60876,""longitude"":-77.37331,""state"":""KY""}","41115 Dana Villages, East Chad, RI 36326",8.6,Assault,False,English,Apartment Complex,Full officer ask dark outside they hair hard keep score send service building sort ask pretty page stop artist popular talk far.,2,False,Arrived,352,Rescue 13,"[""Alcohol""]",2025-04-26T20:55:22Z,"[""civil"",""available"",""group"",""leg"",""reveal""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",118,911-20250430-0968.mp3,911-20250430-0968,Medium,Emergency,54,Male,128513684054165,D6301,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.6}","{""census_tract"":""59522"",""county"":""Fairview Heights"",""latitude"":38.58894,""longitude"":-89.99038,""state"":""VA""}","0087 Alvarez Club, Port Brandonburgh, VA 56981",3.8,Drug Overdose,False,English,Commercial,Claim life either mother instead you despite simply stage writer cell worker name professional government election land itself.,1,False,Arrived,299,Rescue 5,"[""Unknown Pills""]",2025-04-30T04:00:14Z,"[""ago"",""drop"",""set"",""less"",""section""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",61,911-20250501-0149.mp3,911-20250501-0149,High,Emergency,87,Female,9949387430,D3290,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":7.9}","{""census_tract"":""42748"",""county"":""Camarillo"",""latitude"":34.21639,""longitude"":-119.0376,""state"":""PA""}","Unit 7169 Box 3859, DPO AA 60820",2.2,Drug Overdose,True,English,Residential,Get successful society hospital statement sure indeed conference pay it his probably recognize believe recognize analysis those citizen think Mrs project at risk.,1,True,Arrived,268,Rescue 15,"[""Fentanyl""]",2025-05-01T15:09:03Z,"[""leg"",""although"",""before"",""position""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.97,""model_version"":""amazon.titan-text-express-v1""}",141,911-20250503-0163.mp3,911-20250503-0163,Low,Emergency,37,Male,+19679240822,D2283,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":7.0}","{""census_tract"":""35260"",""county"":""South Whittier"",""latitude"":33.95015,""longitude"":-118.03917,""state"":""GA""}","53967 Scott Knoll Suite 844, Meyerbury, SC 11896",3.3,Burglary,True,English,Commercial,Offer be experience upon space action way quality usually carry marriage rate quality mother by add.,4,True,Arrived,927,Rescue 2,"[""Unknown Pills""]",2025-05-03T19:10:09Z,"[""water"",""image"",""fine"",""bed"",""bag"",""role"",""war""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",55,911-20250414-0298.mp3,911-20250414-0298,Critical,Emergency,76,Male,5238885622586,D8852,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":6.8}","{""census_tract"":""14406"",""county"":""Vestavia Hills"",""latitude"":33.44872,""longitude"":-86.78777,""state"":""PA""}","867 Ramirez Wall Apt. 275, Tonyaview, SC 45004",1.7,Fire,False,English,School,Explain maybe fight pass budget bar really world agent usually according always choose fill police only there authority door poor stay yard break for fish decade food.,1,False,Arrived,867,Rescue 17,[],2025-04-14T03:31:29Z,"[""run"",""instead"",""hair"",""term"",""skin""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",103,911-20250420-0567.mp3,911-20250420-0567,High,Emergency,65,Male,4767149986,D6683,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":8.9}","{""census_tract"":""80510"",""county"":""Gilbert"",""latitude"":33.35283,""longitude"":-111.78903,""state"":""SC""}","910 Allison Ferry Suite 276, East Dakota, OK 52987",9.7,Gunshots,True,English,Highway,Direction page past true eye cut none fly season increase itself production happy avoid around make all change system administration chair southern.,5,False,Arrived,948,Rescue 7,"[""Alcohol""]",2025-04-20T06:37:02Z,"[""drop"",""quality"",""far"",""of""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",150,911-20250501-0700.mp3,911-20250501-0700,Medium,Emergency,75,Female,460363839687884,D6048,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":5.5}","{""census_tract"":""49779"",""county"":""Westchester"",""latitude"":41.85059,""longitude"":-87.882,""state"":""KY""}","475 Miguel Parkway, Sergiofort, MS 76028",6.3,Gunshots,False,English,Apartment Complex,Change wind fish imagine system require region listen wear in would population moment.,5,False,Arrived,729,Rescue 18,"[""Unknown Pills""]",2025-05-01T02:11:22Z,"[""reduce"",""reveal"",""each"",""operation"",""moment"",""drop"",""population""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",130,911-20250504-0269.mp3,911-20250504-0269,Low,Emergency,45,Female,8943705263,D6954,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.8}","{""census_tract"":""28837"",""county"":""Utica"",""latitude"":43.1009,""longitude"":-75.23266,""state"":""GA""}","46277 Bowers Wall, Shannonmouth, VT 55859",5.1,Fire,True,English,Apartment Complex,Indeed main write challenge this drive page whatever trade result individual side place represent song health able lot.,2,False,Arrived,588,Rescue 20,"[""Alcohol""]",2025-05-04T14:13:34Z,"[""probably"",""when"",""seem"",""test"",""contain"",""than"",""clearly""]",AWS Transcribe,Completed
